Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,AreaFrontageRatio,AreaLivRatio,StoneArea,GLQBsmtArea,TotalSF,TotalPorchSF,HouseAge,TotalRoomsAboveGrade,TotalBath,OverallScore,OverallCondition,BuiltEqualRemod,HasAlley,HasPool,Has2ndFlr,HasGarage,HasBsmt,HasFireplace,NeighborhoodGrouped,TotalSF_OverallScore
934,20,RL,63.0,8487,Pave,None,Reg,Lvl,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,Gd,TA,PConc,Gd,TA,Av,GLQ,20.0,Unf,0.0,1480.0,1500.0,GasA,Ex,Y,SBrkr,1500,0,0,1500,0.0,0.0,2,0,3,1,Gd,6,Typ,0,None,Attchd,2004.0,RFn,2.0,570.0,TA,TA,Y,192,36,0,0,0,0,None,None,None,0,8,2009,WD,Normal,134.71428571428572,4.1,0.0,20.0,3000.0,228,5,8.0,2.0,12,1.0,1,0,0,0,1,1,0,2,36000.0
935,20,RL,313.0,27650,Pave,None,IR2,HLS,Inside,Mod,NAmes,PosA,Norm,1Fam,1Story,7,7,1960,2007,Flat,Tar&Grv,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,425.0,Unf,0.0,160.0,585.0,GasA,Ex,Y,SBrkr,2069,0,0,2069,1.0,0.0,2,0,4,1,Gd,9,Typ,1,Gd,Attchd,1960.0,RFn,2.0,505.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,11,2008,WD,Normal,88.33865814696486,10.742035742035743,0.0,425.0,2654.0,0,1,11.0,3.0,14,1.5,0,0,0,0,1,1,1,1,37156.0
936,30,RL,52.0,5825,Pave,None,IR1,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,4,5,1926,1953,Gable,CompShg,MetalSd,MetalSd,BrkFace,108.0,TA,Gd,PConc,Fa,TA,Mn,Unf,0.0,Unf,0.0,600.0,600.0,GasA,Gd,Y,SBrkr,747,0,0,747,0.0,0.0,1,0,1,1,TA,5,Typ,0,None,Detchd,1953.0,Unf,2.0,528.0,TA,TA,Y,0,0,32,0,0,0,None,None,None,0,6,2006,WD,Normal,112.01923076923077,4.568627450980392,0.0,0.0,1347.0,32,53,6.0,1.0,9,1.0,0,0,0,0,1,1,0,1,12123.0
937,20,RL,67.0,10083,Pave,None,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,833.0,Unf,0.0,343.0,1176.0,GasA,Ex,Y,SBrkr,1200,0,0,1200,1.0,0.0,2,0,2,1,Gd,5,Typ,0,None,Attchd,2003.0,RFn,2.0,555.0,TA,TA,Y,0,41,0,0,0,0,None,None,None,0,8,2009,WD,Normal,150.49253731343285,5.745299145299145,0.0,833.0,2376.0,41,6,7.0,3.0,12,1.0,1,0,0,0,1,1,0,2,28512.0
938,60,RL,75.0,9675,Pave,None,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,341.0,Unf,0.0,772.0,1113.0,GasA,Ex,Y,SBrkr,1113,858,0,1971,0.0,0.0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2005.0,RFn,2.0,689.0,TA,TA,Y,0,48,0,0,0,0,None,None,None,0,2,2009,WD,Normal,129.0,5.369034406215317,0.0,341.0,3084.0,48,4,10.5,2.5,12,1.0,1,0,0,1,1,1,1,3,37008.0
939,60,RL,73.0,8760,Pave,None,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Gd,Mn,GLQ,464.0,Unf,0.0,927.0,1391.0,GasA,Ex,Y,SBrkr,1391,571,0,1962,0.0,0.0,2,1,3,1,Gd,7,Typ,0,None,Attchd,2006.0,RFn,3.0,868.0,TA,TA,Y,0,90,0,0,0,0,None,None,None,0,8,2006,New,Partial,120.0,3.8778220451527226,0.0,464.0,3353.0,90,0,9.5,2.5,12,1.0,1,0,0,1,1,1,0,2,40236.0
940,70,RL,80.0,24090,Pave,None,Reg,Lvl,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,7,7,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,Mn,Unf,0.0,Unf,0.0,1032.0,1032.0,GasA,Ex,Y,SBrkr,1207,1196,0,2403,0.0,0.0,2,0,4,1,TA,10,Typ,2,TA,Attchd,1940.0,Unf,1.0,349.0,TA,TA,Y,56,0,318,0,0,0,None,None,None,0,6,2010,COD,Normal,301.125,15.482005141388175,0.0,0.0,3435.0,374,60,12.0,2.0,14,1.0,0,0,0,1,1,1,1,3,48090.0
941,90,RL,55.0,12640,Pave,None,IR1,Lvl,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1Story,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Gd,Rec,936.0,LwQ,396.0,396.0,1728.0,GasA,TA,Y,SBrkr,1728,0,0,1728,0.0,0.0,2,0,4,2,TA,8,Typ,0,None,Attchd,1976.0,Unf,2.0,574.0,TA,TA,Y,40,0,0,0,0,0,None,None,None,0,7,2006,WD,Normal,229.8181818181818,5.4908774978279755,0.0,0.0,3456.0,40,30,10.0,2.0,11,1.0,1,0,0,0,1,1,0,1,38016.0
942,60,RL,63.5,8755,Pave,None,IR1,Lvl,FR2,Gtl,Gilbert,RRNn,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,298.0,Gd,TA,PConc,Gd,TA,No,ALQ,772.0,Unf,0.0,220.0,992.0,GasA,Ex,Y,SBrkr,1022,1038,0,2060,1.0,0.0,2,1,3,1,Gd,8,Typ,1,TA,BuiltIn,1999.0,RFn,2.0,390.0,TA,TA,Y,0,0,0,168,0,0,None,GdPrv,None,0,6,2009,WD,Normal,137.8740157480315,6.20042492917847,0.0,0.0,3052.0,168,10,10.5,3.5,12,-0.5,1,0,0,1,1,1,1,2,36624.0
943,90,RL,42.0,7711,Pave,None,IR1,Lvl,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,3,1977,1977,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,Gd,TA,Gd,GLQ,1440.0,Unf,0.0,0.0,1440.0,GasA,TA,Y,SBrkr,1440,0,0,1440,2.0,0.0,2,0,4,2,TA,8,Typ,0,None,None,0.0,None,0.0,0.0,None,None,N,321,0,0,0,0,0,None,None,None,0,8,2007,Oth,Abnorml,183.5952380952381,5.354861111111111,0.0,1440.0,2880.0,321,30,10.0,4.0,7,1.0,1,0,0,0,0,1,0,1,20160.0
944,90,RL,100.0,25000,Pave,None,Reg,Low,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1Story,5,4,1967,1967,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Av,Unf,0.0,Unf,0.0,1632.0,1632.0,GasA,TA,Y,SBrkr,1632,0,0,1632,0.0,0.0,2,0,4,2,TA,8,Typ,0,None,Attchd,1967.0,Unf,2.0,576.0,TA,TA,P,0,0,0,0,0,0,None,None,None,0,6,2007,WD,Normal,250.0,11.322463768115941,0.0,0.0,3264.0,0,40,10.0,2.0,9,1.0,1,0,0,0,1,1,0,1,29376.0
945,20,RL,44.0,14375,Pave,None,IR1,Lvl,CulDSac,Gtl,Timber,Norm,Norm,1Fam,SLvl,6,6,1958,1958,Gable,CompShg,HdBoard,HdBoard,BrkFace,541.0,TA,TA,CBlock,TA,TA,No,GLQ,111.0,Rec,354.0,354.0,819.0,GasA,Gd,Y,FuseA,1344,0,0,1344,0.0,1.0,1,0,3,1,Gd,7,Typ,1,Gd,Basment,1958.0,RFn,2.0,525.0,TA,TA,Y,0,118,0,0,233,0,None,None,None,0,1,2009,COD,Abnorml,326.70454545454544,7.691278758694489,0.0,111.0,2163.0,351,51,8.0,1.5,12,1.0,1,0,0,0,1,1,1,3,25956.0
946,50,RM,98.0,8820,Pave,None,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,6,1890,1996,Hip,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,TA,TA,No,LwQ,1088.0,Unf,0.0,0.0,1088.0,GasA,TA,Y,SBrkr,1188,561,120,1869,0.0,0.0,1,0,2,1,TA,7,Typ,0,None,Detchd,1963.0,Unf,2.0,456.0,TA,TA,Y,48,0,244,0,0,0,None,MnWw,None,0,9,2009,WD,Normal,90.0,5.364963503649635,0.0,0.0,2957.0,292,13,8.0,1.0,11,1.0,0,0,0,1,1,1,0,1,32527.0
947,80,RL,70.0,8163,Pave,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,6,1959,1959,Gable,CompShg,HdBoard,HdBoard,BrkFace,128.0,TA,Gd,CBlock,TA,TA,Av,ALQ,748.0,BLQ,294.0,102.0,1144.0,GasA,TA,Y,SBrkr,1144,0,0,1144,1.0,0.0,1,0,3,1,TA,6,Typ,1,TA,Attchd,1959.0,RFn,1.0,796.0,TA,TA,Y,86,0,0,0,0,0,None,None,None,0,3,2006,WD,Normal,116.61428571428571,4.207731958762887,0.0,0.0,2288.0,86,47,7.0,2.0,11,1.0,1,0,0,0,1,1,1,1,25168.0
948,20,RL,85.0,14536,Pave,None,Reg,Lvl,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2002,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,236.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1300.0,Unf,0.0,316.0,1616.0,GasA,Ex,Y,SBrkr,1629,0,0,1629,1.0,0.0,2,0,3,1,Gd,9,Typ,1,Gd,Attchd,2002.0,Fin,3.0,808.0,TA,TA,Y,0,252,0,0,0,0,None,None,None,0,11,2007,WD,Normal,171.01176470588234,5.964710709889208,0.0,1300.0,3245.0,252,4,11.0,3.0,13,1.0,0,0,0,0,1,1,1,3,42185.0
949,60,RL,65.0,14006,Pave,None,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,144.0,Gd,TA,PConc,Gd,TA,None,Unf,0.0,Unf,0.0,936.0,936.0,GasA,Ex,Y,SBrkr,936,840,0,1776,0.0,0.0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,2002.0,RFn,2.0,474.0,TA,TA,Y,144,96,0,0,0,0,None,None,None,0,2,2006,WD,Normal,215.47692307692307,9.933333333333334,0.0,0.0,2712.0,240,4,9.5,2.5,12,1.0,1,0,0,1,1,1,1,2,32544.0
950,20,RL,78.0,9360,Pave,None,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,1972,2006,Hip,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,982.0,Unf,0.0,179.0,1161.0,GasA,TA,Y,SBrkr,1381,0,0,1381,1.0,0.0,1,1,3,1,Gd,5,Typ,1,TA,Attchd,1972.0,RFn,2.0,676.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,3,2010,WD,Normal,120.0,4.550315994166262,0.0,0.0,2542.0,0,4,6.5,2.5,13,1.0,0,0,0,0,1,1,1,2,33046.0
951,20,RL,60.0,7200,Pave,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,8,1950,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,398.0,BLQ,149.0,317.0,864.0,GasA,Gd,Y,SBrkr,864,0,0,864,1.0,0.0,1,0,3,1,Gd,5,Typ,0,None,Detchd,1980.0,RFn,2.0,720.0,TA,TA,Y,194,0,0,0,0,0,None,None,None,0,7,2007,WD,Normal,120.0,4.545454545454546,0.0,0.0,1728.0,194,5,6.0,2.0,13,1.0,0,0,0,0,1,1,0,1,22464.0
952,20,RH,60.0,7800,Pave,None,Reg,Lvl,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,5,5,1965,1965,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,641.0,Unf,0.0,187.0,828.0,GasA,Gd,Y,SBrkr,965,0,0,965,1.0,0.0,1,0,3,1,TA,6,Typ,0,None,Detchd,1979.0,Unf,1.0,300.0,TA,TA,Y,421,0,0,0,0,0,None,MnPrv,None,0,7,2006,WD,Abnorml,130.0,6.16600790513834,0.0,0.0,1793.0,421,41,7.0,2.0,10,1.0,1,0,0,0,1,1,0,2,17930.0
953,85,RL,60.0,7200,Pave,None,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,SFoyer,5,8,1972,2003,Gable,CompShg,WdShing,HdBoard,None,0.0,TA,Gd,CBlock,Gd,TA,Av,GLQ,660.0,Unf,0.0,108.0,768.0,GasA,Gd,Y,SBrkr,768,0,0,768,0.0,1.0,1,0,2,1,TA,5,Typ,0,None,Detchd,1974.0,Fin,1.0,396.0,TA,TA,Y,192,0,0,0,0,0,None,MnPrv,None,0,4,2009,WD,Normal,120.0,6.185567010309279,0.0,660.0,1536.0,192,6,6.0,1.5,13,1.0,0,0,0,0,1,1,0,2,19968.0
954,60,RL,75.0,11075,Pave,None,IR1,Lvl,Inside,Mod,Mitchel,Norm,Norm,1Fam,2Story,5,4,1969,1969,Gable,CompShg,HdBoard,HdBoard,BrkFace,232.0,TA,TA,CBlock,TA,TA,Av,ALQ,562.0,LwQ,193.0,29.0,784.0,GasA,Ex,Y,SBrkr,1168,800,0,1968,0.0,1.0,2,1,4,1,TA,7,Min2,1,Po,Attchd,1969.0,RFn,2.0,530.0,TA,TA,Y,305,189,0,0,0,0,None,MnPrv,Shed,400,9,2008,WD,Normal,147.66666666666666,6.522379269729093,0.0,0.0,2752.0,494,39,9.5,3.0,9,1.0,1,0,0,1,1,1,1,1,24768.0
955,90,RL,35.0,9400,Pave,None,IR1,Lvl,CulDSac,Gtl,Edwards,Norm,Norm,Duplex,SFoyer,6,5,1975,1975,Flat,Tar&Grv,WdShing,Plywood,BrkFace,250.0,TA,TA,CBlock,Gd,Gd,Gd,GLQ,945.0,Unf,0.0,0.0,945.0,GasA,TA,Y,SBrkr,980,0,0,980,0.0,2.0,2,0,4,0,TA,4,Typ,0,None,None,0.0,None,0.0,0.0,None,None,Y,0,0,0,0,0,0,None,None,None,0,10,2006,WD,AdjLand,268.57142857142856,9.591836734693878,0.0,945.0,1925.0,0,31,6.0,3.0,11,1.0,1,0,0,0,0,1,0,1,21175.0
956,90,RH,82.0,7136,Pave,None,IR1,HLS,Inside,Gtl,Crawfor,Norm,Norm,Duplex,2Story,6,6,1946,1950,Gable,CompShg,MetalSd,MetalSd,BrkFace,423.0,TA,TA,CBlock,Gd,TA,No,Rec,484.0,Unf,0.0,495.0,979.0,GasA,TA,N,FuseF,979,979,0,1958,0.0,0.0,2,0,4,2,TA,8,Typ,0,None,Attchd,1946.0,Unf,2.0,492.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,8,2007,WD,Normal,87.02439024390245,4.85112168592794,0.0,0.0,2937.0,0,57,10.0,2.0,12,1.0,0,0,0,1,1,1,0,3,35244.0
957,160,RM,24.0,1300,Pave,None,Reg,Lvl,Inside,Gtl,Blueste,Norm,Norm,TwnhsE,2Story,6,6,1980,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,285.0,Unf,0.0,276.0,561.0,GasA,TA,Y,SBrkr,561,668,0,1229,0.0,0.0,1,1,2,1,TA,5,Typ,1,TA,Attchd,1980.0,Fin,2.0,462.0,TA,TA,Y,150,0,0,0,0,0,None,GdPrv,None,0,5,2009,WD,Normal,54.166666666666664,1.270772238514174,0.0,0.0,1790.0,150,29,6.5,1.5,12,1.0,1,0,0,1,1,1,1,1,21480.0
958,20,RL,70.0,7420,Pave,None,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1962,1962,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,417.0,Unf,0.0,640.0,1057.0,GasA,TA,Y,SBrkr,1057,0,0,1057,0.0,0.0,1,0,3,1,TA,6,Typ,0,None,Detchd,1977.0,Fin,2.0,576.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,4,2007,WD,Normal,106.0,4.543784445805266,0.0,0.0,2114.0,0,45,7.0,1.0,10,1.0,1,0,0,0,1,1,0,1,21140.0
959,20,RL,65.0,8450,Pave,None,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,699.0,Unf,0.0,638.0,1337.0,GasA,Ex,Y,SBrkr,1337,0,0,1337,1.0,0.0,2,0,3,1,Gd,6,Typ,0,None,Attchd,2003.0,RFn,2.0,531.0,TA,TA,Y,0,39,0,0,0,0,None,None,None,0,10,2007,WD,Normal,130.0,4.5235546038543895,0.0,699.0,2674.0,39,4,8.0,3.0,12,1.0,1,0,0,0,1,1,0,2,32088.0
960,160,FV,24.0,2572,Pave,None,Reg,Lvl,FR2,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,1999,1999,Hip,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,ALQ,604.0,Unf,0.0,92.0,696.0,GasA,Ex,Y,SBrkr,696,720,0,1416,1.0,0.0,2,1,3,1,Gd,6,Typ,0,None,Detchd,1999.0,Unf,2.0,484.0,TA,TA,Y,0,44,0,0,0,0,None,None,None,0,5,2010,WD,Normal,107.16666666666667,2.1796610169491526,0.0,0.0,2112.0,44,11,8.5,3.5,12,1.0,1,0,0,1,1,1,0,3,25344.0
961,20,RL,50.0,7207,Pave,None,IR1,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,7,1958,2008,Gable,CompShg,Wd Sdng,Plywood,None,0.0,TA,Gd,CBlock,TA,TA,Gd,BLQ,696.0,Unf,0.0,162.0,858.0,GasA,Gd,Y,SBrkr,858,0,0,858,1.0,0.0,1,0,2,1,TA,4,Typ,0,None,None,0.0,None,0.0,0.0,None,None,Y,117,0,0,0,0,0,None,None,None,0,2,2010,WD,Normal,144.14,8.3997668997669,0.0,0.0,1716.0,117,2,5.0,2.0,12,1.0,0,0,0,0,0,1,0,1,20592.0
962,60,RL,90.0,12227,Pave,None,IR1,Lvl,Corner,Gtl,NWAmes,PosN,Norm,1Fam,2Story,6,7,1977,1995,Gable,CompShg,HdBoard,HdBoard,BrkFace,424.0,TA,Gd,CBlock,Gd,Gd,No,ALQ,896.0,Unf,0.0,434.0,1330.0,GasA,TA,Y,SBrkr,1542,1330,0,2872,1.0,0.0,2,1,4,1,TA,11,Typ,1,TA,Attchd,1977.0,Fin,2.0,619.0,TA,TA,Y,550,282,0,0,0,0,None,None,None,0,7,2008,WD,Normal,135.85555555555555,5.6580286904211015,0.0,0.0,4202.0,832,13,13.5,3.5,13,1.5,0,0,0,1,1,1,1,2,54626.0
963,160,RL,24.0,2308,Pave,None,Reg,Lvl,Corner,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,6,6,1976,1976,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,556.0,Unf,0.0,248.0,804.0,GasA,TA,Y,SBrkr,804,744,0,1548,1.0,0.0,2,1,3,1,Gd,7,Typ,1,TA,Detchd,1976.0,Unf,2.0,440.0,TA,TA,Y,48,0,0,0,0,0,None,None,None,0,7,2007,WD,Normal,96.16666666666667,1.855305466237942,0.0,0.0,2352.0,48,31,9.5,3.5,12,1.0,1,0,0,1,1,1,1,1,28224.0
964,20,RL,122.0,11923,Pave,None,IR1,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,9,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0.0,1800.0,1800.0,GasA,Ex,Y,SBrkr,1800,0,0,1800,0.0,0.0,2,0,2,1,Ex,7,Typ,0,None,Attchd,2007.0,Fin,2.0,702.0,TA,TA,Y,288,136,0,0,0,0,None,None,None,0,5,2009,WD,Normal,97.72950819672131,4.765387689848121,0.0,0.0,3600.0,424,2,9.0,2.0,14,1.0,1,0,0,0,1,1,0,2,50400.0
965,60,RL,80.0,11316,Pave,None,Reg,Lvl,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,7,5,2002,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,44.0,Gd,TA,PConc,Gd,TA,No,GLQ,624.0,Unf,0.0,193.0,817.0,GasA,Ex,Y,SBrkr,824,1070,0,1894,1.0,0.0,2,1,4,1,Gd,8,Typ,1,Gd,BuiltIn,2002.0,Fin,2.0,510.0,TA,TA,Y,0,40,0,0,0,0,None,None,None,0,2,2010,WD,Normal,141.45,8.482758620689655,0.0,624.0,2711.0,40,7,10.5,3.5,12,1.0,0,0,0,1,1,1,1,3,32532.0
966,60,RL,65.0,10237,Pave,None,Reg,Lvl,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,2005,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,783.0,783.0,GasA,Ex,Y,SBrkr,783,701,0,1484,0.0,0.0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2005.0,Fin,2.0,393.0,TA,TA,Y,0,72,0,0,0,0,None,None,None,0,7,2007,New,Partial,157.4923076923077,8.704931972789115,0.0,0.0,2267.0,72,0,10.5,2.5,11,-0.5,0,0,0,1,1,1,1,2,24937.0
967,50,RL,130.0,9600,Pave,None,IR1,HLS,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,5,7,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,Gd,BrkTil,TA,Fa,No,Rec,428.0,Unf,0.0,300.0,728.0,GasA,Ex,Y,SBrkr,976,332,0,1308,1.0,0.0,1,1,2,1,TA,7,Min2,2,TA,Detchd,1940.0,Unf,1.0,256.0,TA,TA,Y,0,70,0,0,0,0,None,None,None,0,6,2009,WD,Normal,73.84615384615384,7.792207792207792,0.0,0.0,2036.0,70,59,8.5,2.5,12,1.0,0,0,0,1,1,1,1,3,24432.0
968,20,RL,72.0,7390,Pave,None,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1955,1955,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,151.0,TA,TA,CBlock,TA,TA,No,ALQ,902.0,Unf,0.0,196.0,1098.0,GasA,TA,Y,SBrkr,1098,0,0,1098,1.0,0.0,1,0,3,1,TA,6,Typ,0,None,Attchd,1955.0,Unf,1.0,260.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,7,2008,WD,Normal,102.63888888888889,5.4418262150220915,0.0,0.0,2196.0,0,53,7.0,2.0,12,1.0,1,0,0,0,1,1,0,1,26352.0
969,50,RM,50.0,5925,Pave,None,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,3,6,1910,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,600.0,600.0,Grav,Fa,N,SBrkr,600,368,0,968,0.0,0.0,1,0,2,1,TA,6,Typ,0,None,None,0.0,None,0.0,0.0,None,None,Y,0,0,0,0,0,0,None,GdWo,None,0,5,2009,WD,Abnorml,118.5,9.875,0.0,0.0,1568.0,0,59,7.0,1.0,9,1.0,0,0,0,1,0,1,0,1,14112.0
970,190,RL,75.0,10382,Pave,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,2fmCon,SLvl,6,5,1958,1958,Hip,CompShg,HdBoard,HdBoard,BrkFace,105.0,TA,Fa,CBlock,TA,TA,Gd,ALQ,513.0,Unf,0.0,75.0,588.0,GasA,TA,Y,SBrkr,1095,0,0,1095,1.0,0.0,1,0,2,1,TA,6,Typ,0,None,Attchd,1958.0,RFn,1.0,264.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,3,2006,ConLD,Normal,138.42666666666668,7.63944076526858,0.0,0.0,1683.0,0,48,7.0,2.0,11,1.0,1,0,0,0,1,1,0,1,18513.0
971,50,RL,60.0,10800,Pave,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,4,4,1949,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,720.0,720.0,GasA,TA,N,FuseA,720,472,0,1192,0.0,0.0,1,1,4,1,TA,6,Typ,0,None,None,0.0,None,0.0,0.0,None,None,Y,0,0,0,0,0,0,None,None,None,0,12,2006,WD,Abnorml,180.0,15.0,0.0,0.0,1912.0,0,56,7.5,1.5,8,1.0,0,0,0,1,0,1,0,1,15296.0
972,160,RL,36.0,2268,Pave,None,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,Wd Shng,Stone,106.0,Gd,TA,PConc,Gd,TA,No,GLQ,567.0,Unf,0.0,197.0,764.0,GasA,Ex,Y,SBrkr,764,862,0,1626,0.0,0.0,2,0,2,1,Gd,6,Typ,0,None,BuiltIn,2003.0,RFn,2.0,474.0,TA,TA,Y,0,27,0,0,0,0,None,None,None,0,7,2009,WD,Normal,63.0,1.8319870759289176,106.0,567.0,2390.0,27,5,8.0,2.0,12,1.0,0,0,0,1,1,1,0,4,28680.0
973,120,RL,55.0,7892,Pave,None,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1979,1979,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,918.0,918.0,GasA,TA,Y,SBrkr,918,0,0,918,0.0,0.0,2,0,2,1,TA,5,Typ,1,TA,Attchd,1979.0,Unf,1.0,264.0,TA,TA,Y,28,0,0,0,0,0,None,None,None,0,4,2010,WD,Normal,143.4909090909091,6.676818950930626,0.0,0.0,1836.0,28,31,7.0,2.0,11,1.0,1,0,0,0,1,1,1,2,20196.0
